,Product,Price,specifications
823,"HP 15s (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",47490," &Laptop, Power Adaptor, User Guide, Warranty Documents&15-fd0006TU&7P6Z8PA#ACJ&15-fd0006TU&15s (2023) Intel&Natural Silver&Thin and Light Laptop&Processing & Multitasking&3 Cell&Yes&Intel&Core i3&13th Gen&Yes&512 GB&8 GB&DDR4&1315U&3.30GHz Upto 4.50GHz&16 GB&10 MB&Intel Integrated Integrated&6&64 bit&Windows 11 Home&Windows 11 Home&64 bit&Yes&1 x USB Type-C 10Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate,&1 x HDMI 2.1&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&FHD, micro-edge, anti-glare, Brightness: 250 nits, Color Gamut: 45%NTSC&Built-in Dual Speakers&Built-in Dual Array Digital Microphones&Realtek Wi-Fi 6 (2x2)&v5.3&358 x 242 x 19.9&1.75 Kg&Not Available&HP Wide Vision 720p HD camera&Full-size, soft grey keyboard with numeric keypad&No&41 Wh Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
824,"HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-fb0040AX Gaming Laptop  (15.6 inch, Mica Silver, 2.37 kg, With MS Office)",58595," &Laptop, Power Adapter, User Guide, Warranty Documents&15-fb0040AX&6F9T7PA#ACJ&15-fb0040AX&Victus&Mica Silver&Gaming Laptop&Gaming&3&Yes&GDDR6&4 GB&AMD&Ryzen 5 Hexa Core&Yes&512 GB&8 GB&DDR4&5600H&Up to 4.2 GHz&16&3200 MHz&16&NVIDIA GeForce GTX 1650&6&64 bit&Windows 11 Home&Windows 11 Home&64&Yes&Yes&1x SuperSpeed USB Type-C 5Gbps signaling rate (DisplayPort 1.4, HP Sleep and Charge), 1x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1x SuperSpeed USB Type-A 5Gbps signaling rate&1x HDMI 2.1&1x multi-format SD media card reader&PCIe NVMe&No&39.62 cm (15.6 inch)&1920 x 1080 Pixel&FHD, IPS, micro-edge, anti-glare, (Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC)&Dual speakers&Integrated dual array digital microphones&Audio by B&O&MediaTek Wi-Fi 6 MT7921 (2x2)&v5.2&Integrated 10/100/1000 GbE LAN&357.9 x 239.7 x 22.5 mm&2.37 kg&Not Available&HP Wide Vision 720p HD camera with temporal noise reduction&Full-size, backlit, Mica Silver keyboard with numeric keypad&Yes&HP Imagepad with multi-touch gesture support, Precision Touchpad Support&52.5 Wh Li-ion polymer, Support battery fast charge&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
825,"Infinix X1 Slim Series Core i5 10th Gen 1035G1 - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 Inch, Starfall Grey, 1.24 kg)",44990," &Laptop, Power Adaptor, User Guide, Warranty Documents&XL21&90NB0VX2-M00N20|71008300121&XL21&X1 Slim Series&Starfall Grey&Thin and Light Laptop&Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business&Up to 11 hours&65W AC Adapter&No&Intel&Core i5&10th Gen&Yes&512 GB&8 GB&LPDDR4X&1035G1&1.0 GHz upto Max Turbo Frequency at 3.6 GHz&4266 MHz&6&Intel Integrated UHD Graphics&4&64 bit&Windows 11 Home&Windows 11 Home&Yes&No&2 x USB 3.0&1 x HDMI 1.4&No&35.56 cm (14 Inch)&1920 x 1080 Pixel&Full HD IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%)&Built-in Dual Speakers&Built-in Dual Array Digital Microphones&DTS Audio Processing&v5.1&323.3 x 14.8 x 211.1 mm&1.24 kg&Not Available&HD Webcam&No&Backlit Keyboard&Yes&NA&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
826,"MSI Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) GF63 Thin 11UCX-1471IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",53990," &Laptop, battery, power adapter, user guide&GF63 Thin 11UCX-1471IN&9S7-16R612-1471&GF63 Thin 11UCX-1471IN&Black&Gaming Laptop&Gaming&No&GDDR6&4 GB&Intel&Core i5&11th Gen&Yes&512 GB&8 GB&DDR4&11260H&Max Turbo Frequency up to 4.4GHz&64 GB&NVIDIA GeForce RTX 2050&4 TB&Windows 11 Home&1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1&1x HDMI (4K @ 30Hz)&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD , 144Hz 45%NTSC IPS-Level&Yes&Yes&144 Hz&Intel Wi-Fi 6 AX201(2*2 ax)&v5.2&359 x 254 x 21.7 mm&1.86 Kg&Not Available&HD type (30fps@720p)&Single Backlit Keyboard (Red)&2 Year Carry-in Warranty&Carry-in&Part Failure&Physical Damage, Burn, Liquid Spill"
827,"HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-fb0131AX Gaming Laptop  (15.6 Inch, Mica Silver, 2.37 Kg)",54990," &Laptop, battery, power adapter, user guide&15-fb0131AX&87B77PA#ACJ&15-fb0131AX&Victus Gaming&Mica Silver&Gaming Laptop&Gaming&3 Cell&No&GDDR6&4 GB&AMD&Ryzen 5 Hexa Core&Yes&512 GB&8 GB&DDR4&5600H&3.3GHz Upto max turbo frequency at 4.2 GHz&NVIDIA GeForce GTX 1650&Windows 11 Home&1 x USB Type-C 5Gbps signaling rate, 1 x USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1 x USB Type-A 5Gbps signaling rate&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixel&Full HD, Refresh Rate 144Hz, 9ms Response time, IPS, micro edge, Anti-glare, Brightness 250 Nits, 141 ppi, Color Gamut 45% NTSC&Yes&Yes&144 Hz&MediaTek Wi-Fi 6E MT7922 (2x2)&v5.3&2.37 Kg&Not Available&HP Wide Vision 720p HD camera&Full-size, backlit, mica silver keyboard with numeric keypad&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
828,"Lenovo LOQ AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) 15APH8 Gaming Laptop  (15.6 Inch, Storm Grey, 2.4 kg, With MS Office)",109990," &Laptop, Power Adaptor, User Guide, Warranty Documents&15APH8&82XT009CIN&15APH8&LOQ AMD&Storm Grey&Gaming Laptop&Everyday Use, Gaming, Processing & Multitasking&Upto 9.5 Hours&170W Slim Tip Adapter (3 Pin)&Yes&GDDR6&8 GB&AMD&Ryzen 7 Octa Core&Yes&512 GB&16 GB&DDR5&7840HS&AMD SoC Platform&Base Frequency 3.8 GHz, Max Turbo Boost at 5.1 GHz&2&16 GB&16 MB&5600&NVIDIA GeForce RTX 4060&8&Windows 11 Home&Windows 11&Yes&Yes&1 x USB 2.0, 2 x USB 3.2 Gen 2, 1 x USB-C 3.2 Gen 2 (Support Data Transfer, Power Delivery 140W and DisplayPort 1.4)&1 x HDMI 2.1, Upto 8K/60Hz&PCIe 4.0 x 4 NVMe&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixels&Full HD, IPS, 350nits Anti-glare, 45% NTSC, Refresh Rate: 144Hz, G-SYNC, FreeSync&2W Dual Stereo Speakers&Dual Array Microphone&High Definition (HD) Audio, Realtek ALC3287 Codec&Nahimic Gaming Audio&Wi-Fi 6, 11ax 2x2&v5.1&100/1000M (RJ-45)&359.6 x 264.8 x 22.1 mm&2.4 kg&Not Available&Full HD 1080p with E Shutter&Firmware TPM 2.0 Enabled&White Backlit, English&Yes&Microsoft Office Home & Student 2021&Integrated 60Wh Battery, AI Chip: LA1&1 Year Onsite Warranty&Onsite&Manufacturing Damage&Physical Damage&1 Year"
829,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (38 cm, Platinum Silver, 1.8 Kgs, With MS Office)",40990," &Laptop, battery, adapter, cables and user manuals&Inspiron 3515&D560712WIN9S&Inspiron 3515&Inspiron&Platinum Silver&Thin and Light Laptop&Everyday Use, Processing & Multitasking&Upto 7 hours&3&Yes&AMD&Ryzen 3 Dual Core&Yes&512 GB&8 GB&DDR4&3250U&3.5&2&16&2400 MHz&4&AMD Radeon Radeon Graphics&2&64 bit&Windows 11 Home&Windows 11&64&Yes&Yes&2x USB 3.2,1x USB 2.0&1x HDMI 1.4&1x SD Media Card Reader&M.2 SATA&No&96.52 cm (38 cm)&1920 x 1080 Pixel&FHD WVA AG Narrow Border&Yes&Yes&Waves Maxx Audio Pro&802.11ac&v5.0&Yes&189 X 358 X 23.5 mm&1.8 Kgs&Not Available&Yes&Kensington Lock Port&English International Backlit Keyboard&Yes&Touchpad&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Accidental Damage&1 Year"
830,"Lenovo Yoga 6 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop  (13.3 Inch, Dark Teal, 1.37 kg, With MS Office)",108190," &Laptop, Power Adaptor, User Guide, Warranty Documents&13ABR8&83B2005TIN&13ABR8&Yoga 6 AMD&Dark Teal&2 in 1 Laptop&Processing & Multitasking&Upto 17 Hours&45W USB-C (3 Pin)&Yes&AMD&Ryzen 5 Hexa Core&Yes&512 GB&16 GB&LPDDR4X&7530U&AMD SoC Platform&Base Frequency 2.0 GHz, Max Turbo Boost at 4.5 GHz&16 MB&4266&AMD Radeon AMD&6&Windows 11 Home&Windows 11&Yes&1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 1 (Support Data Transfer, Power Delivery 3.0 and DisplayPort 1.4)&1 x HDMI 2.1, Upto 4K/60Hz&1 x MicroSD Card Reader&M.2 2242 PCIe 4.0 x 4 NVMe&Yes&33.78 cm (13.3 Inch)&1920 x 1200 Pixels&WUXGA, IPS, 300nits Glossy, 100% sRGB, Dolby Vision, TUV Low Blue Light, Touch&2W Dual Stereo Speakers&Dual Array Microphone&High Definition (HD) Audio, Realtek ALC3287 Codec&Dolby Audio&Wi-Fi 6, 11ax 2x2&v5.1&304 x 218 x 17.45 mm&1.37 kg&Not Available&Full HD 1080p + IR with Privacy Shutter&Firmware TPM 2.0&Backlit, English&Yes&Lenovo Digital Pen&Microsoft Office Home & Student 2021&Integrated 59Wh Battery&1 Year Carry-in Warranty&Carry-In&Manufacturing Damage&Physical Damage&1 Year"
831,"Avita SATUS S111 Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-CS Laptop  (14.1 Inch, Cloud Silver)",16490," &Laptop, Power Adaptor, User Guide, Warranty Documents&NU14A1INC43PN-CS&NU14A1INC43PN-CS&SATUS ULTIMUS S111&SATUS S111&Cloud Silver&Laptop&Processing & Multitasking&Upto 8 Hours&No&Intel&Celeron Dual Core&Yes&128 GB&4 GB&DDR4&N4020&Intel Integrated UHD Graphics&64 bit&Windows 11 Home&Windows 11 Home&64&1 x USB 2.0, 1 x USB 3.0&1 x mini HDMI C Type&No&35.81 cm (14.1 Inch)&1920 x 1080 Pixels&FHD, IPS&Yes&Yes&802.11a/b/g/n&v4.0&Not Available&2 MP&1 Year Onsite Warranty&CARRY-IN&Manufacturing Defects and Battery & Adaptor warranty up to 6 months&Physical Damage&12 Months"
832,"ASUS Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) E1504GA-NJ322WS Laptop  (15.6 inch, Mixed Black, With MS Office)",39990," &Laptop, Power Adaptor, User Guide, Warranty Documents&E1504GA-NJ322WS&90NB0ZT2-M001J0&Vivobook Go 15&Mixed Black&Laptop&Everyday Use&5HR TO 6HR&Yes&Intel&Core i3&12th Gen&Yes&512 GB&8 GB&DDR5&Intel Integrated INTEL UHD&Windows 11 Home&No&39.62 cm (15.6 inch)&1920 x 1080 pixel&YES&Not Available&1 YEAR INTERNATIONAL&ONSIDE&Manufacturing Defects&Physical Damage"
833,"ASUS Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) K3504VA - LK552WS Laptop  (15.6 inch, Silver)",76462," &Laptop, Manual, Adaptor&K3504VA - LK552WS&K3504VA&Vivobook 15X OLED&Silver&Laptop&Performance&3.5 Hours&No&DDR4&Intel&Core i5&13th Gen&Yes&1 TB&16 GB&DDR4&Intel Integrated&Windows 11 Home&No&39.62 cm (15.6 inch)&1920 x 1080 pixel&yes&Not Available&1 year Domestic Warranty&On Site&Manufacturer Defect&Damage, Burn"
834,"ASUS Ryzen 7 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 4GB NVIDIA GeForce RTX 3050) M6500QC-HN742WS Gaming Laptop  (15.6 inch, Cool Silver, With MS Office)",77662," &Laptop, User Manual, AC Adapter&M6500QC-HN742WS&M6500QC-HN742WS&Vivobook Pro 15&Cool Silver&Gaming Laptop&Gaming&4 Hours&Yes&DDR4&4 GB&AMD&Ryzen 7 Octa Core&10th Gen&Yes&512 GB&16 GB&DDR4&NVIDIA GeForce RTX 4GB NVIDIA GeForce RTX 3050&Windows 11 Home&No&39.62 cm (15.6 inch)&1920 x 1080$$Pixels pixel&YES&Not Available&1 Year International Warranty&On Site&Manufacturer Defect&Damage, Burn"
835,"HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-ec2004AX Gaming Laptop  (15.6 inch, Shadow Black, 1.98 kg)",61500," &Laptop, Power Adaptor, User Guide, Warranty Documents&15-ec2004AX&3E3R5PA#ACJ&Pavilion&Shadow Black&Gaming Laptop&Gaming&3 cell&No&GDDR6&4 GB&AMD&Ryzen 5 Hexa Core&Yes&512 GB&8 GB&DDR4&AMD R5-5600H&3.3 GHz with Turbo Boost Upto 4.2 GHz&Upto 16 GB&3200 MHz&16MB&NVIDIA GeForce GTX 1650&6&64 bit&Windows 10&64 bit&Yes&Yes&1 x SuperSpeed USB Type-C (5Gbps Signaling Rate), 1 x SuperSpeed USB Type-A (5Gbps Signaling Rate), 1 x USB 2.0 Type-A (HP Sleep and Charge)&1 x HDMI 2.0&3-in-1 Card Reader (SD, SDHC, SDxC)&PCIe NVMe M.2&No&39.62 cm (15.6 inch)&1920 x 1080 Pixel&Full HD WLED-Backlit IPS Anti-glare Micro-edge Display (Brightness: 250 nits, 141 PPI, Color Gamut: 45% NTSC)&Built-in Dual Speakers&Integrated Dual Array Digital Microphone&Audio by Bang & Olufsen, Dual Speakers&144 Hz&RTL8822CE 802.11a/b/g/n/ac (2x2)&v5.0&10/100/1000 GbE LAN&360 x 257 x 23.5 mm&1.98 kg&Not Available&HP TrueVision HD Webcam&No&Full-size, Ultra Violet Backlit, Shadow Black Keyboard with Numeric Keypad&Yes&HP Imagepad with Multi-Touch Gesture Support&HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts&52.5Wh Li-ion Polymer Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
836,"ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) M1605YA-MB542WS Laptop  (16 Inch, Cool Silver, 1.88 Kg, With MS Office)",59990," &Laptop, battery, power adapter, user guide&M1605YA-MB542WS&90NB10R2-M00AX0&M1605YA-MB542WS&Vivobook 16 (2023)&Cool Silver&Laptop&Processing & Multitasking&3 Cell&Yes&AMD&Ryzen 5 Hexa Core&Yes&512 GB&16 GB&DDR4&7530U&2.0 GHz upto max turbo frequency at 4.5 Ghz&AMD Radeon AMD&Windows 11 Home&1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C support power delivery, 2 x USB 3.2 Gen 1 Type-A&No&40.64 cm (16 Inch)&1920 x 1200 Pixel&WUXGA, 16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display&Built-in Speakers&Yes&Wi-Fi 6E(802.11ax) (Dual band) 2*2&v5.0&358.7 x 249.5 x 19.9 mm&1.88 Kg&Not Available&720p HD camera With privacy shutter&Yes&Backlit Chiclet Keyboard with Num-key&Yes&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
837,"Primebook 4G enabled Android based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) S 4G Thin and Light Laptop  (11 Inch, Indigo Blue, 1.065 Kg)",15990," &1N Laptop, 1N Charger, 1N User Manual, 1 N Warrant Card&S 4G&PB4G11128#2767C&S 4G&4G enabled Android based&Indigo Blue&Thin and Light Laptop&Processing & Multitasking&Upto 10 Hours&No&MediaTek&MediaTek MT8788&No&4 GB&LPDDR4&128 GB&MTK8788&Max Frequency up to 2.0 GHz&MediaTek Integrated ARM Mali G72&Prime OS&Based on Android 11&2 x USB 3.0&mini HDMI&No&27.94 cm (11 Inch)&1366 x 768 Pixel&HD IPS&Yes&Yes&Wfif 5GHz and 2.4 GHz&v5.0&281 X 192 X 19.3 mm&1.065 Kg&Not Available&In Built 2 MP 30 fps&No&QWERTY with PrimeOS Special KB Shortcuts&No&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Accidental Damage, Wear & Tear"
838,"HP Chromebook (2023) MediaTek Kompanio 1200 - (8 GB/256 GB SSD/Chrome OS) 13b-ca0006MU Chromebook  (13.3 Inch, Mica Silver, 1.49 Kg)",43747," &Laptop, Power Adaptor, User Guide, Warranty Documents&13b-ca0006MU&7E8Z7PA#ACJ&13b-ca0006MU&Chromebook (2023)&Mica Silver&Chromebook&Processing & Multitasking&2 Cell&No&MediaTek&MediaTek Kompanio 1200&Yes&256 GB&8 GB&LPDDR4X&1200&Upto 2.6 GHz(2j)&2 MB&MediaTek Integrated Integrated&8&64 bit&Chrome&Chrome&64 Bit&Yes&2 x SuperSpeed USB Type-C 5Gbps signaling rate, 1 x SuperSpeed USB Type-A 5Gbps signaling rate&No&33.78 cm (13.3 Inch)&1920 x 1080 Pixel&FHD, multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Brightness: 250 nits, Color Gamut: 45% NTSC&Built-in Dual Speakers&Built-in Dual Array Digital Microphones&MediaTek Wi-Fi 6 MT7921 (2x2)&v5.0&325 x 219 x 17.9mm&1.49 Kg&Not Available&HP Wide Vision 720p HD camera&Full-size, backlit, jet black keyboard&Yes&47 Wh Li-ion polymer battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical damage&1 Year"
839,"ASUS Zenbook 17 Fold OLED Intel EVO Core i7 12th Gen 1250U - (16 GB/1 TB SSD/Windows 11 Home) UX9702AA-MD023WS Thin and Light Laptop  (17.3 Inch, Tech Black, 1.50 Kg, With MS Office)",329990," &Laptop, TYPE-C 65W AC Adapter, User Guide, Warranty Documents, Sleeve, USB-C to USB-A adapter&UX9702AA-MD023WS&90NB0WX1-M002N0&UX9702AA-MD023WS&Zenbook 17 Fold OLED Intel EVO&Tech Black&Thin and Light Laptop&Processing & Multitasking&75W AC Adapter&Yes&Intel&Core i7&12th Gen&Yes&1 TB&16 GB&LPDDR5&1250U&1.1 GHz Max Turbo Boost Frequency Up to 4.7 GHz&5200 MHz&Intel Integrated Iris Xe&64 bit&Windows 11 Home&Windows 11 Home&Yes&2 x USB Thunderbolt 4&Yes&43.94 cm (17.3 Inch)&2560 x 1920 Pixel&Foldable 2.5K OLED, Touch screen, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500&Built-in Quad-speaker&Wi-Fi 6E(802.11ax) (Dual band) 2*2&v5.0&1.50 Kg&Not Available&5.0M camera with IR function&No&No&75WHrs, 4S1P, 4-cell Li-ion, Face Recognition Login with 5MP HD IR webcam, AI Noise Canceling, Cortana and Alexa voice-recognition support, US MIL-STD 810H military-grade standard Durability, Function key lock&Sleeve, USB-C to USB-A adapter, Bluetooth Soft Keyboard&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
840,"DELL Inspiron Core i3 11th Gen 115G4 - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon, 1.85 kg, With MS Office)",37690," &Laptop, battery, adapter, cables and user manuals&Inspiron 3511&D560581WIN9BE&Inspiron 3511&Inspiron&Carbon&Thin and Light Laptop&Everyday Use&Upto 7 hours&3 cell&Yes&Intel&Core i3&11th Gen&Yes&256 GB&8 GB&DDR4&115G4&1.7 GHz upto max turbo frequency at 4.1 Ghz&2&16GB&2666 MHz&6M&Intel Integrated UHD&2&64 bit&Windows 10&Windows 10&Yes&Yes&2 x USB 3.2 Gen 1, 1 x USB2.0&1x HDMI 1.4 port&SD Media Card Reader (SD, SDHC, SDXC)&M.2 SATA&No&39.62 cm (15.6 inch)&1920 x 1080 Pixel&Full HD Anti Glare&Yes&Yes&Waves Maxx Audio Pro&802.11ac&v5.0&Available&236 x 386 x 19 mm&1.85 kg&Not Available&HD&No&Kensington Lock Port&McAfee&English International Non Backlit Keyboard&No&Touchpad&Office Home and Student 2019 included&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Accidental Damage&1 Year"
841,"Lenovo Athlon Dual Core 3050U - (4 GB/1 TB HDD/DOS) E41-55 Thin and Light Laptop  (14 Inch, Grey, 1.59 Kg)",21990," &Laptop, User manual, Adapter&E41-55&82FJ00B5IH&E41-55&Grey&Thin and Light Laptop&Processing & Multitasking&Upto 11 hours&No&AMD&Athlon Dual Core&No&4 GB&DDR4&1 TB&3050U&2.3 GHz with Turbo Boost Upto 3.2 GHz&AMD Radeon AMD&DOS&DOS&1 x USB 2.0 Type-A, 1 x USB 3.1 Gen 1 Type A, 1 x USB Type-C&1 x HDMI Port&No&35.56 cm (14 Inch)&1366 x 768 Pixels&HD Anti-glare Display&Built-in Speakers&802.11AC 2x2&V5.0&330 x 230 x 19.9 mm&1.59 Kg&Not Available&0.3 M&No&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage"
842,"ASUS Pro P5 Core i5 8th Gen 8265U - (8 GB/512 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop  (14 inch, Grey, 1.22 kg)",78990," &Laptop, Power Adaptor, User Guide, Warranty Documents&Pro P5 P5440FA&90NX01X1-M08340&P5440FA-BM0581R&Pro P5&Grey&Thin and Light Laptop&Processing & Multitasking&65 W AC Adapter&3 cell&No&Intel&Core i5&8th Gen&Yes&512 GB&8 GB&DDR4&8265U&1.6 GHz with Turbo Boost Upto 3.9 GHz&6 MB&Intel Integrated UHD 620&4&64 bit&Windows 10 Pro&64 bit&Yes&2 x USB Type A, 1 x USB Type C&1 x HDMI Port&Micro SD Card Reader&No&35.56 cm (14 inch)&1920 x 1080 Pixel&Full HD LED Backlit Display&Built-in Dual Speakers&Built-in Array Microphone&2 x 2 W Stereo Speakers&IEEE 802.11ac&v4.2&326 x 229.3 x 18.5 mm&1.22 kg&Not Available&HD Webcam&Yes&Backlit Chiclet Keyboard&Yes&Touchpad&Li-ion Battery&1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase&Onsite&Manufacturing Defects&Physical Damage&1 Year"
843,"ASUS VivoBook 15 (2022) Core i3 10th Gen 1005G1 - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",35300," &Laptop, Power Adaptor, User Guide, Warranty Documents&X515JA-BQ322WS&90NB0SR2-M00R10|90NB0SR2-M01XB0&X515JA-BQ322WS&VivoBook 15 (2022)&Transparent Silver&Thin and Light Laptop&Processing & Multitasking&45 W AC Adapter&2 cell&Yes&Intel&Core i3&10th Gen&Yes&512 GB&8 GB&DDR4&1005G1&1.2 GHz upto max turbo frequency at 3.4 Ghz&4&Intel Integrated UHD&2&64 bit&Windows 11 Home&Windows 11 Home&Yes&1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A&1 x HDMI 1.4&No&39.62 cm (15.6 inch)&1920 x 1080 Pixel&Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display&Built-in Speaker&Built-in microphone&SonicMaster Audio by ICEpower&Wi-Fi 5(802.11ac)&v4.1&360.2 x 234.9 x 19.9 mm&1.80 kg&Not Available&VGA camera&Yes&Chiclet Keyboard with Num-key&No&Office Home and Student 2021&37 WHrs Li-ion Battery&1 Year Onsite Warranty&Onsite&Manufacturing Defects&Physical Damage&1 Year"
844,"Lenovo IdeaPad Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.62 kg, With MS Office)",45990," &Laptop, Power Adaptor, User Guide, Warranty Documents&15AMN8&82XQ008GIN&Slim 3&IdeaPad&Arctic Grey&Thin and Light Laptop&Processing & Multitasking&65W Round Tip (3 Pin)&Yes&AMD&Ryzen 5 Quad Core&Yes&512 GB&8 GB&LPDDR5&7520U&AMD SoC Platform&Base Frequency 2.8 GHz, Max Turbo Boost at 4.3 GHz&4 MB&5500&AMD Radeon 610M&4&Windows 11 Home&Windows 11&Yes&2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer, Power Delivery and DisplayPort 1.2)&1 x HDMI 1.4&1 x SD Card Reader&M.2 2242 PCIe 4.0 x 4 NVMe&No&39.62 cm (15.6 Inch)&1920 x 1080 Pixels&Full HD, IPS, 300nits Anti-glare Display&1.5W Dual User Facing Stereo Speakers&Dual Array Microphone&Dolby Audio&Wi-Fi 6, 11ax 2x2&v5.1&359.3 x 235 x 17.9 mm&1.62 kg&Not Available&HD 720p with Privacy Shutter&Firmware TPM 2.0 Enabled&Non Backlit, English&No&Microsoft Office Home & Student 2021&Integrated 47Wh&1 Year Carry-in Warranty&Carry-In&Manufacturing Damage&Physical Damage&1 Year"
